,Tempo,MFCC average,MFCC variance,Spectral centroid average,Spectral centroid variance,Spectral bandwidth average,Spectral bandwidth variance,Spectral roll-off average,Spectral roll-off variance,Spectral contrast average,Spectral contrast variance,Spectral flatness average,Spectral flatness variance,Zero crossing rate average,Zero crossing rate variance,Genre
reggae71_3,-1.7032119341846537,0.5468652316769321,0.09606963455125798,1.4009043780364299,2.586663592346778,1.1078976277008314,1.2325936332322598,1.220221743675568,1.724921216655192,-1.1045692280187593,-1.1858609605711334,1.4424505526657407,1.6911075868461374,1.10822053713376,3.0075457364954614,reggae
reggae71_4,0.6299405150276839,0.8163148572895417,-0.10440687444315835,0.40858022657862614,1.462321493003035,0.6549707049640711,1.1055431635397726,0.4352972572773298,1.3711072163762767,-1.0089144651925057,-1.1004988572982983,0.8313382542963199,1.0312625979874164,0.0029800484868890732,1.144795751963098,reggae
reggae71_5,0.39080854654885744,0.5249093017572515,0.9186992975819722,0.5142160443480673,1.4073413737696239,0.6291942108717045,0.871625929372948,0.39505558096441373,1.2811106327079052,-0.7062839246108769,-0.7698209223876818,0.9207591631602291,1.472769187470682,0.07110678118026514,1.1096804022925382,reggae
reggae71_6,0.6299405150276839,0.8149083131401933,-0.2026675931710176,1.098461716766033,2.3416936341787378,1.04326082052955,1.2098504651969042,1.0550190724962272,1.6854301044268867,-0.787779787749235,-0.9155809021065608,1.0031010270769298,0.96153086416476,0.6898694844293038,2.459197143129097,reggae
reggae71_7,0.39080854654885744,0.5192734547245258,0.12328786193430294,0.7267924270925186,1.2285525730299514,1.066467602222844,1.2616625206137708,0.8483039352256732,1.3401442741356653,-0.24681343162902986,-0.431969872472113,0.7466244784646427,0.8331101345274193,0.04498050990464846,0.7544609339256879,reggae
reggae72_0,-0.3577784852109487,0.0977174988388394,0.1997609698078183,0.9617172554018234,1.8111903755472953,1.381016891734219,1.7832440880089346,0.9071838616203605,1.995317847289671,-1.433195851843276,-1.3104526913874015,1.0825157381552157,0.8665567702648965,0.4524180568863778,1.4080835673742012,reggae
reggae72_1,-0.3577784852109487,-0.6251706584548697,-0.6622886541949008,1.1293720637426827,1.6407019487252648,1.0530336880537172,1.3141825166461216,0.9675463760897332,1.522086612718798,-1.5165632843634773,-1.499263774444501,1.6630645268343296,1.72395483025621,1.2689467123229823,1.9629741312588516,reggae
reggae72_2,-0.3577784852109487,-0.781708753957121,-0.08491721629630897,1.171287025209628,1.7826813662824885,1.236228147978889,1.6602346295246737,1.099284916440436,1.836600547879499,-1.2254494701162817,-1.2256943246198013,1.6038333139206415,1.503108959095802,0.8039652260759751,0.9907768941072369,reggae
reggae72_3,-0.3577784852109487,-0.7172475176735089,-0.6217788922420255,1.0861640478912302,1.0733114095408889,1.1529190804774678,1.2296753951069122,1.0643381975371151,1.2717190979999689,-1.470863311335025,-1.408666272824916,1.6662484069551577,1.2061569233513636,0.8403435784850575,0.5866012847156112,reggae
reggae72_4,-0.3577784852109487,-0.7956860741338807,0.03760332563982531,1.6619912006840356,2.4941062308014845,1.594613082039395,1.9494673987502786,1.5631231855208876,2.2418190586846967,-1.2860567741860438,-1.3008884368071965,2.084906893085599,1.71585878224288,1.5153273718208602,2.6125735385456927,reggae
reggae72_5,-0.3577784852109487,-0.004838281335514646,-0.5847028231362266,1.0710985407811464,1.3630697278781119,1.2566578338165968,1.5295766302073392,1.0601022316094404,1.6215926641832006,-1.5140862878223926,-1.4021655306831615,1.486971735153613,1.3399198907725793,0.7166571802941775,1.2227066439175487,reggae
reggae72_6,-0.3577784852109487,0.017281804061632284,-0.4070939109317055,1.0297899372213997,1.178900924538398,1.2271904522077761,1.389483488283126,1.0365926207108433,1.3740818340415448,-1.3804202989865275,-1.2904855037586394,1.5195673745689942,1.18775110452301,0.547663197739253,0.478965793474083,reggae
reggae72_7,-0.3577784852109487,0.02109460884972435,-0.3449373252363175,1.3296956790218546,1.7210982572429905,1.447574166303671,1.572249239719214,1.307270843489295,1.7286389298748972,-1.5715280062409291,-1.4266999222433625,1.9028678420770377,1.7661377523983341,0.9600614291404023,1.5617325755492883,reggae
reggae73_0,1.538641995247226,1.2681192167573088,-0.5610067879744565,-0.3586499074458531,-0.269041306379606,0.5248186161144724,0.6228135507311365,-0.054380403961939695,0.16366117943325792,-1.6093012526913033,-1.4496211536302397,-0.36202643462121253,-0.33998629118261386,-1.1783242679244224,-0.7709110157386664,reggae
reggae73_1,1.538641995247226,1.2875406447595077,-0.5352833661303793,-0.16997015076007196,-0.15254803241836246,0.6739177298804366,0.6866375162277,0.14598078441710505,0.21569248106783037,-1.5534526719150685,-1.4555425875411239,-0.23364221086895198,-0.3087477774591633,-1.0678663615186608,-0.7423852655195982,reggae
reggae73_2,1.538641995247226,1.2739523167857545,-0.45968675371449697,-0.16802159556056248,-0.18470000512189733,0.750315452102305,0.7699106912355788,0.26098725935348843,0.26627446802290844,-1.6403397677351526,-1.515972940704776,-0.2704367264822582,-0.3351108229975208,-1.1039140016331164,-0.7468642945251787,reggae
reggae73_3,1.538641995247226,1.3052019085354551,-0.4652022222840942,-0.2354581680030004,-0.1162418536418095,0.6956322550385127,0.7948120839356677,0.14936955715924446,0.3708508959347081,-1.7401100672226775,-1.5367882239254953,-0.2787973353903383,-0.2836345544067615,-1.1991591424859882,-0.7628445015216966,reggae
reggae73_4,-1.2754012983358718,1.1685667169522296,-0.26702290018339964,-0.4091036948880464,0.02000339080647223,0.5736462583416102,0.8471537425222477,-0.22932579677493087,0.49185732596190035,-1.5969432013506462,-1.4692579488165745,-0.4577430778654296,-0.3888748160703266,-1.3046563644723295,-0.8101908642751445,reggae
reggae73_5,1.538641995247226,1.181199477914073,-0.41137568690772514,-0.13841041225773248,-0.08087890897688345,0.8689116401852024,0.9120158012575202,0.28894463447614543,0.4607594434430973,-1.6464706672941518,-1.5563277898991266,-0.21167933463423577,-0.2534542552525368,-1.1230953147215421,-0.7280337954578157,reggae
reggae73_6,1.538641995247226,1.3146274405548013,-0.46079928873587217,-0.05717144251039152,0.14328336616129264,0.8458125191775763,0.8719585537428743,0.35121333361297274,0.4886875801647756,-1.5675766520810281,-1.420817505701743,-0.24516028395322328,-0.3145670354834201,-0.980558315736861,-0.43446142105645835,reggae
reggae73_7,-1.2754012983358718,1.263237339464352,-0.4959305703042458,-0.23039960360244094,-0.18821513481937188,0.7637326203322536,0.9324618592986132,0.22413435578271354,0.44158460267421706,-1.7293280401763074,-1.5413649880378726,-0.3463847139960135,-0.36434716511426185,-1.1664186253178126,-0.74161356771104,reggae
reggae74_0,1.538641995247226,1.2681192167573088,-0.5610067879744565,-0.3586499074458531,-0.269041306379606,0.5248186161144724,0.6228135507311365,-0.054380403961939695,0.16366117943325792,-1.6093012526913033,-1.4496211536302397,-0.36202643462121253,-0.33998629118261386,-1.1783242679244224,-0.7709110157386664,reggae
reggae74_1,1.538641995247226,1.2875406447595077,-0.5352833661303793,-0.16997015076007196,-0.15254803241836246,0.6739177298804366,0.6866375162277,0.14598078441710505,0.21569248106783037,-1.5534526719150685,-1.4555425875411239,-0.23364221086895198,-0.3087477774591633,-1.0678663615186608,-0.7423852655195982,reggae
reggae74_2,1.538641995247226,1.2757321967130535,-0.44882275299052293,-0.1702372532960626,-0.15667278937189003,0.7413535089894855,0.7542576655473381,0.23641865697297146,0.25688248845253214,-1.5831217473341817,-1.4654219924455967,-0.24497912129000904,-0.31290438170570617,-1.093000495910391,-0.7447064223382986,reggae
reggae74_3,1.538641995247226,1.294699435691603,-0.46260444992699107,-0.20014022509020185,-0.049313292700536186,0.7147194920838863,0.7992048702112804,0.19893035851304555,0.40082457216031303,-1.6692457870790498,-1.4653488095530292,-0.2754147332966629,-0.2854698504630266,-1.1826235277545867,-0.7595690958874294,reggae
reggae74_4,-1.2754012983358718,1.146669704912454,-0.26398462667279293,-0.416220062502493,0.006611146544357266,0.5724834461594651,0.8353074251687981,-0.23207917462791985,0.47739000208441246,-1.5429426850113952,-1.4210401946272206,-0.4602589486160164,-0.38938113884757675,-1.303664227588445,-0.822143200411388,reggae
reggae74_5,1.538641995247226,1.1655846034603548,-0.41101631200888433,-0.09948183943241719,-0.011130020637760677,0.8985742852289054,0.9462909823623437,0.32812731930714506,0.5221575919822222,-1.6233969295109225,-1.5260456358164562,-0.22051746611990286,-0.2619860723664239,-1.073488470527338,-0.6282016024132854,reggae
reggae74_6,1.538641995247226,1.3219852296534724,-0.466970710539461,-0.09321722351556129,0.09871155375390966,0.8164110901206721,0.8545574558557814,0.30419411181577904,0.46477671474047755,-1.6393721628326,-1.4973414005393924,-0.24588563710996078,-0.2879963816886761,-0.9944482321112377,-0.4985167652071233,reggae
reggae74_7,-1.2754012983358718,1.2626467191417967,-0.4993250582893955,-0.22479965975560426,-0.16027656707446902,0.747588563928026,0.9064161556462148,0.21375623925991036,0.4100312446658242,-1.6634260998151569,-1.4899038511894886,-0.3214164736392347,-0.3300358303368625,-1.181300678576074,-0.7828693152814866,reggae
reggae75_0,-1.6418131855211713,0.1695502258424951,-0.4208212695273158,0.4069269924827999,0.3063181661906188,0.18075697075378416,0.306824733041095,0.23726585015850804,0.21659310411728513,-1.2147413410238217,-1.2029523247696707,0.4942384137200917,0.26642994328695113,0.766925449077635,0.4670690088554651,reggae
reggae75_1,0.6299405150276839,0.6063481720947751,-0.6112441895576296,0.4046448765383777,0.24578510832657505,0.30512852451202127,0.21303592605984034,0.33342227671673974,0.2197492220841779,-1.0268804283568977,-0.8879854905026782,0.33353995921059704,0.03681828073808147,0.5314582953024793,0.35469973784280173,reggae
reggae75_2,0.6299405150276839,0.5615329550431672,-0.840276874532494,0.6419405655100288,0.5274576663693722,0.350396626297653,0.37008621760974775,0.44482818061459756,0.3124976104349681,-0.8500554445799735,-1.0518665816107806,0.6045915155949778,0.49161054135278215,0.8770526431887681,0.5586706830692514,reggae
reggae75_3,0.6299405150276839,0.43188752574006756,-0.6406741446223095,0.36424786522800473,0.1618505160923504,0.30199117240561,0.26515451548827895,0.28026090432441075,0.16807709751790972,-1.251243387841224,-1.1440518853223716,0.3357370742714956,-0.10104261746019333,0.5016941887859582,0.09437228964528127,reggae
reggae75_4,0.6299405150276839,0.5035958703232261,-0.679813711786918,0.48962060046571326,0.1533526559993203,0.27434112469949845,0.16997514243480194,0.3084300777434545,0.13502593949803202,-0.8888395888861499,-1.0291468512942354,0.4453591669340364,0.26748012625533446,0.720956440124339,0.13550395045289695,reggae
reggae75_5,0.6299405150276839,0.25432291697404646,-0.9488961175334528,0.5834337259961944,0.3401821035875176,0.051642108207257315,0.04991711628716564,0.21862760007673443,0.054222165563674714,-0.6341527452665499,-0.7470912365348974,0.31660977406679464,0.19444463107680904,1.1402996297126784,0.5390654025157905,reggae
reggae75_6,0.6299405150276839,0.5041904051777588,-0.8138534873413893,0.30235716231664456,-0.10502735909305204,-0.0011130693275733757,-0.13499825167254642,0.04855356808057196,-0.21769042223354854,-0.7280384292252945,-0.8541329945238544,0.05700725753519704,-0.2375811031485671,0.4778829035727381,-0.18873170696359623,reggae
reggae75_7,0.8972056562687253,0.38537201768239543,-0.8845093393520047,0.3151241709495091,-0.08055589831786635,0.04125288746703122,-0.04215342904186878,0.17287916805784043,-0.1349726419440586,-0.875359368524754,-0.819400980710938,0.09501644338086801,-0.209301951510121,0.4983870658396726,-0.20548049091923035,reggae
reggae76_0,0.8972056562687253,0.3825245303560221,-0.08777218285013415,-0.19213946348857988,0.569980084124241,0.1634630445294626,0.4082195560163195,-0.2456342655964809,0.5548710357594225,-1.0990424161978765,-1.1429772554011455,0.3376999520885771,0.40295957545445266,-0.3707248444427787,0.4832924860659764,reggae
reggae76_1,1.1978789401648977,0.42940007996838414,0.6216915689636783,-0.4592526054413513,0.6799409203549099,-0.1411830983854067,0.3322762670009618,-0.5391867043843819,0.5594872751537967,-1.1939453079725422,-1.248098820317916,0.28128523841850733,0.6873867658002346,-0.778493103719138,0.29494017874286355,reggae
reggae76_2,0.8972056562687253,0.5672871912345677,-0.3497198729189974,0.7500704313218777,1.3773906889483762,0.6754427729671014,0.6677653722244848,0.5568694794016105,0.8366299773208726,-0.89810287615378,-0.9620895831370982,0.8802231149581338,0.7528163791547894,0.4785443281619951,1.235008336090306,reggae
reggae76_3,1.1978789401648977,0.7396354394861052,-0.1480218459175377,0.45326610282290836,1.1989467634781785,0.8518435446895847,1.1866501229859656,0.5570812776979938,1.1414572160806595,-0.9409866413762412,-1.0718646672569916,0.2662796753199014,0.18614798679568806,-0.3535278051221218,0.17339780569983312,reggae
reggae76_4,-1.435290121834912,0.5168399440426791,-0.059300857302446025,-0.5883737095262856,0.01697352042649187,-0.08579393222736248,0.11046884110224667,-0.6455094491690321,0.12123128791087871,-0.932318897805716,-0.9000167644100682,0.1358506879389137,0.4959230634025293,-0.7970129922183069,-0.2539612490497225,reggae
reggae76_5,1.1978789401648977,0.6147433267284119,0.6515417081357295,-0.5445791460732299,0.6770094377283037,-0.2520178006092144,0.1297804331489449,-0.6705016481423168,0.4264123810615927,-1.2297216266839528,-1.2703241705174837,0.316213837271347,0.7692248078021373,-0.6753108677951927,0.37012396074052517,reggae
reggae76_6,-1.435290121834912,0.7290089286077928,-0.589462145498473,0.3059216686294208,0.23055179316369115,0.48115004444454823,0.2573161345453408,0.26797660313415517,0.14806631788075922,-0.7778094905010371,-0.6550496359072151,0.4327293595354936,0.3593096131113125,0.016539252566639996,0.020396429442394903,reggae
reggae76_7,1.1978789401648977,0.9581959466609072,-0.5020252214662478,0.6076622489365947,0.8732504500548792,0.8756217495382291,0.874723183437077,0.6655220054464799,0.7698161909646176,-1.1564399032917667,-1.1854562692069754,0.9950476479530187,1.2159873006724164,0.1342728294542197,0.900812347738799,reggae
reggae77_0,-1.576905936934061,0.35218998355610953,-0.24163076227008282,-0.551862707531881,-0.5683752241503421,-0.23577577803953234,-0.26008017726165356,-0.4629393176862238,-0.5591677623470241,-1.5877247839784114,-1.4423202995635407,-0.25793096559307294,-0.2628933904867801,-0.862163314260028,-0.7019083740321841,reggae
reggae77_1,-1.576905936934061,0.2945366919999216,-0.003935548751825889,-0.6346180723097351,-0.7043311337270293,-0.18338749623683143,-0.3287597166532932,-0.4942854655510216,-0.6484279225727368,-1.555366635595159,-1.4846971765622812,-0.4033444712271684,-0.3894678498993448,-0.9719597960765346,-0.78505105580441,reggae
reggae77_2,-1.576905936934061,0.26842362940946013,-0.14484050516049052,-0.5168105060412312,-0.6748316415155856,-0.17960820209521847,-0.29778895429556024,-0.3710188570556695,-0.594937812789699,-1.1699499425008617,-1.2643865543218265,-0.4337816135894623,-0.404803065003673,-0.7732017070050902,-0.6963474757322485,reggae
reggae77_3,0.6299405150276839,0.3025676703697471,0.004383024872669029,-0.5282745041021198,-0.5339832471749263,0.03002000472423962,-0.11606090316962123,-0.31912827444164654,-0.38099514794666367,-1.392987017939758,-1.290560698999951,-0.40121011608648965,-0.3593329480660937,-0.9349200190781926,-0.6663672492576306,reggae
reggae77_4,0.8972056562687253,0.2041028961550436,-0.04481891979918303,-0.8546468151448916,-0.6973263253473484,-0.33260035059493515,-0.29835763113717195,-0.7213332392744196,-0.6296042161551519,-1.3329019390316756,-1.2561637413073794,-0.44934615080309254,-0.34371026897379797,-1.1621193654876483,-0.8340980034101522,reggae
reggae77_5,0.8972056562687253,0.0932117926191506,0.2338862281247543,-0.9899447031216829,-0.8709614382798516,-0.5045664688482404,-0.6035696955540024,-0.8717100297068935,-0.8136879917923954,-1.3312743335565433,-1.2657932391150901,-0.5485878696404223,-0.3916074356299469,-1.2226397154045776,-0.8520655142569363,reggae
reggae77_6,0.6299405150276839,0.32512471676291127,-0.11634977145238097,-0.5864917944940494,-0.6193025607101386,-0.022396846568200818,-0.12040643708393142,-0.35915815245817906,-0.423925130702243,-1.0055893317460851,-0.9835008246923315,-0.504331104370254,-0.40638574284575746,-0.8697696970364732,-0.6134255980336397,reggae
reggae77_7,0.6299405150276839,0.37891439730497184,-0.41949024151336256,0.22791142925148736,0.1625795105593072,0.47563949451010273,0.4628228596344093,0.3372346460516457,0.19717116164612714,-1.1531249584631504,-1.0173751437096803,-0.1084243902795004,-0.21858678860605701,-0.24273918642173453,-0.14714990616295745,reggae
reggae78_0,1.1978789401648977,0.011086491049032745,0.57184015628179,-0.10711101747889452,0.22712196173105148,-0.02951641978280791,0.10206078739471101,-0.16620990445256756,0.11582928411026436,-0.7936713559605342,-0.8630480142921951,-0.22535864690456056,-0.24144493498709804,-0.27316471752751176,-0.11459930276612386,reggae
reggae78_1,1.1978789401648977,0.07403265949023789,0.010241100165022514,0.25079164827672007,0.3502639563207202,0.036797285008946794,0.11698808641869748,0.14216841508219563,0.11532269109426191,-0.569348760358712,-0.7709036457566756,0.005808270392040624,-0.04813184889404958,0.12005220078521271,0.027071618885562285,reggae
reggae78_2,0.8972056562687253,-0.056715727204367086,0.4055568979859473,-0.19504088578127396,0.04654306270932377,-0.1760952036137205,-0.07461096461139882,-0.23504435077729124,-0.09203542934897535,-0.7150957896585028,-0.9733806246102986,-0.20274889784787856,-0.19158797874170655,-0.36840985838038326,-0.27218956530876004,reggae
reggae78_3,1.1978789401648977,0.15050010373088957,-0.08404321435202633,-0.0031560750424596967,0.2408767465001378,-0.15227761799058817,-0.1141545392569636,-0.0869973416050389,0.0020755969912500255,-0.8064150170852112,-0.7913742422913457,-0.0786743539089109,-0.04430641787851876,0.021169224691431808,0.24530345519617808,reggae
reggae78_4,1.1978789401648977,-0.18379110763741122,1.081714231728633,-0.28891984477076343,0.2851445318049402,-0.141986709931915,0.07054208755776342,-0.37398403320504325,0.11452489051951184,-0.8139348854013246,-1.0208799886658344,-0.1839513184843231,0.02218780637475902,-0.38428404852252934,0.11238560839968588,reggae
reggae78_5,1.1978789401648977,0.2201754753458195,-0.09345484300287774,0.24222207183214317,0.28291342900391525,0.09093769776780722,0.16266529744551317,0.20782588696116291,0.12452066266231167,-0.4972832183883376,-0.5976485140101242,-0.030303241356634564,-0.04897192988641703,0.19512389166577543,0.1570529117423951,reggae
reggae78_6,0.8972056562687253,0.024863670970500254,0.36474312642064094,-0.3347007653175506,-0.015620583934818225,-0.2550389391927561,-0.12163454407427227,-0.34094349896917514,-0.11646944984198661,-0.8419902090914285,-1.0048677656476506,-0.15395229378635628,-0.07516775349265585,-0.4752299295452369,-0.3644126473597743,reggae
reggae78_7,1.1978789401648977,0.16443655493906859,-0.1509250708873963,0.07761863636418158,0.38222826719065117,-0.0954887091751497,0.019748086421303275,-0.024940440764594573,0.1551325436872338,-0.826195144518643,-0.8893211207731615,0.10888647746414176,0.1823793672964335,0.03538985336043726,0.18578516320196703,reggae
reggae79_0,0.8972056562687253,-0.964714994067219,-0.10431248191568468,1.1021682612813601,1.020495574821265,0.014425784372697021,-0.07607662073264665,0.5282767093898042,0.25466541392309183,-0.5338929906357073,-0.8545257416367649,0.8869134152887614,0.376113380784508,1.6651400412873543,1.4164364310567137,reggae
reggae79_1,0.8972056562687253,-0.8966088117778713,0.05296127905481576,1.3029818531274202,1.3034963094541527,-0.07179169275586265,-0.2888430066032037,0.5401374139872944,0.1634189743797057,-1.2680540460206635,-1.235688032275467,1.078023803702607,0.3799091731855908,2.8275937569048737,3.071497199693801,reggae
reggae79_2,1.538641995247226,-0.28725626593685044,-0.23515103467252307,0.9093226628076163,1.027145862423028,-0.2312838609140368,-0.3006484076086242,0.31372503515304684,0.1246563927225572,-1.568793551703367,-1.4415329425903447,1.1899958620230153,0.8611310221391343,1.9743560367645618,2.0685690497257445,reggae
reggae79_3,0.8972056562687253,0.10966768485328222,0.12038921498341591,0.5284865775550694,1.1811522357268653,0.07462157841800132,-0.05732274208557568,0.27983730773164417,0.27055623932319023,-1.3054396357238809,-1.2931336358657866,0.654312357445568,0.40735751735673215,0.7990045416565523,2.1506954495381696,reggae
reggae79_4,0.8972056562687253,-0.014984600917269749,0.17714563835936425,0.9737826136285145,1.4840316082587848,0.0927152767324735,-0.0823800605316063,0.5123918371610213,0.3211137657176614,-1.10287928173378,-1.1229482349516333,0.9078823971935438,0.6279446757131543,1.3443491154981688,2.8870480642250564,reggae
reggae79_5,0.8972056562687253,-0.34106850521929916,0.2822221048643252,1.244393990982304,1.6996436633313918,0.166010322245423,-0.0640040614580219,0.7116940340581462,0.37351255864661,-1.1522799701447657,-1.1193248275346028,1.013794555356922,0.5224081722515923,2.013710799825298,3.7580642599094842,reggae
reggae79_6,1.1978789401648977,-0.5376903816470945,0.01679769591365914,1.368626841749362,1.6086345432625375,-0.02450270744854122,-0.22696177647843413,0.6517551161815367,0.32131565229430514,-1.280315592256734,-1.2252913287361984,1.3191770063628259,0.6668649678674146,2.294485537964491,3.038233725307707,reggae
reggae79_7,0.8972056562687253,-0.5872536383881427,0.19626627613689918,1.3561505043139164,1.5899214381064743,-0.04529246639046965,-0.22623770272579544,0.6248567325408008,0.31073760635619285,-1.196308046801131,-1.1503604821099571,1.0096204686886814,0.3933044672974883,2.515401350776015,3.2321423122723627,reggae
reggae80_0,-0.7680617622331501,0.8556419632930077,-0.2346617001275778,0.2679872984921593,0.45255649376799967,0.7239702177393282,0.7762987468888876,0.3726049615477353,0.536442120013079,-1.3725102390414823,-1.3430210935854534,0.7431660896192643,1.0278280542018645,-0.40776462144111875,0.008374277121213634,reggae
reggae80_1,-0.7680617622331501,0.7537218069289888,-0.1369350657802993,0.2827198283634021,0.6722154477837402,0.7038397274268027,0.6715070885547061,0.35439030805873056,0.4755892282050596,-1.1567340952130405,-1.0756031750503896,0.7521090496196323,1.2996012519616613,-0.2668811839295794,0.7568380871321433,reggae
reggae80_2,-0.6422415572796749,0.7914278602859841,-0.25223125557023507,0.6680407505416059,0.893837217968249,0.8911045009228905,0.9281287741234547,0.6064302807554098,0.705402734693948,-0.825611681642072,-0.9261588679902569,0.7789568139248884,0.9722109888745755,0.045972646788534535,0.57628090138049,reggae
reggae80_3,-0.7680617622331501,0.8136601204682886,-0.38445905667285035,0.37664930498451993,0.804035186058832,0.669411227800859,0.6380277706776711,0.312877841967512,0.5062777344484006,-1.0250410495334883,-0.9708577299140825,0.8656931852747958,1.1479202972764961,-0.017193401485419705,0.6809798641262276,reggae
reggae80_4,-0.7680617622331501,0.8026970086773735,0.01468528847079568,-0.16513226501377212,0.17150666520279584,0.4382009097357578,0.38009642759890633,-0.10415300361212496,0.1595970682175335,-1.1651612786614225,-1.1208422729248715,0.4286719461499436,0.766707789022005,-0.6111526826373557,-0.038894198970396074,reggae
reggae80_5,-0.6422415572796749,0.7829521202886568,-0.0349674362905623,0.11966480636505407,0.38308632567538115,0.529074217492535,0.45240704174798524,0.13920323893282163,0.31627168316184523,-1.148465413618547,-1.0979219145981647,0.6671541316407258,0.9504015594754616,-0.3244251231948566,0.1988529789883709,reggae
reggae80_6,-0.7680617622331501,0.9140923348669354,-0.5225018894866128,0.8329940421216234,0.908754925212108,0.9272026597129587,0.9605052665122971,0.7411339972554878,0.7026207736719827,-1.1081902950273452,-1.087038921906845,1.1699057679262532,1.1480181753891647,0.27879410220666634,0.5262813274033322,reggae
reggae80_7,-0.6422415572796749,1.0638275393770182,-0.46109493346285446,0.344257515020033,0.28667629720374654,0.6260193573327703,0.5329935716267638,0.313725035153048,0.23974775728130718,-1.0730587749083351,-1.0984202001136754,0.6588533601474097,0.6959398124058535,-0.1643603725948915,-0.026291433681257248,reggae
reggae81_0,-0.7680617622331501,0.8502896349820261,-0.235587534841891,0.16301559381222722,0.38394766084724713,0.5823321281840115,0.6873269670680242,0.2542097138692085,0.5299798131166672,-1.1057522845053724,-1.1953266881812745,0.4279424972392798,0.6336554456497847,-0.4722535188935848,-0.07278608859400716,reggae
reggae81_1,-0.7680617622331501,0.6951119915152184,-0.07877809763219151,0.20814896288225895,0.6668738706107114,0.5928519201147544,0.6032423259211002,0.2611990576498723,0.4537321906658463,-1.048872067013452,-0.9532742546763008,0.6790218652635925,1.2651282432005662,-0.19147878075438907,0.8717448130871173,reggae
reggae81_2,-0.6422415572796749,0.6719320156472119,-0.11626210265214029,0.3531714621533052,0.5403432645015152,0.7000700271689336,0.7811580176651388,0.44758155846758596,0.5595064770994185,-0.7034534395160489,-0.844461323139228,0.4070381593526348,0.6745242395745669,-0.1931323422275306,0.18616400987424275,reggae
reggae81_3,-0.7680617622331501,0.5638942689645875,-0.3702862476905651,0.6685783106843292,1.0560939182246711,0.7279786090483169,0.7515966250303748,0.5486093458426434,0.6794389426571783,-0.5675802716180627,-0.5016565567010012,0.7118066573314106,0.7808395835310837,0.2887154710455063,0.8952627546662728,reggae
reggae81_4,2.377443361603726,0.7160837925526793,0.004352865998912544,-0.14948604161704127,0.15921720035566286,0.4474655112211952,0.4662854428709067,-0.059675361371533224,0.2945509397343605,-1.0459196091170877,-1.016405845380964,0.22449320958885366,0.4811286011700535,-0.6885393595803151,-0.14505565020597858,reggae
reggae81_5,-0.6422415572796749,0.6739343658064464,0.1686099939271326,0.05635094130541692,0.374910911031102,0.5485004531340626,0.5572452772349223,0.10023235239820816,0.39135833891724403,-1.0231477539599643,-0.9093365367568219,0.6145940272987497,1.0164687265582444,-0.38362262393327234,0.14645223279330558,reggae
reggae81_6,-0.7680617622331501,0.6896381283910402,-0.30177383705940064,0.9010945562180012,0.7327189336947771,0.971624299565611,0.7946570616828039,0.8580466568593277,0.5918206595852994,-1.0265300197160734,-0.9495531727564702,1.1485743935428427,0.9400021854199656,0.4378667159227463,0.5206677811684315,reggae
reggae81_7,-0.6422415572796749,0.8914132466328076,-0.46929577031462943,0.4887406809994618,0.7720558207080446,0.5290968564650482,0.6330537925495687,0.42025957823408117,0.5527635156171942,-0.9839769479646869,-1.1185659164097566,0.9669397829993305,1.149016244003847,0.23414794243188056,0.5403045159086624,reggae
reggae82_0,-0.7680617622331501,0.8502896349820261,-0.235587534841891,0.16301559381222722,0.38394766084724713,0.5823321281840115,0.6873269670680242,0.2542097138692085,0.5299798131166672,-1.1057522845053724,-1.1953266881812745,0.4279424972392798,0.6336554456497847,-0.4722535188935848,-0.07278608859400716,reggae
reggae82_1,-0.7680617622331501,0.6951119915152184,-0.07877809763219151,0.20814896288225895,0.6668738706107114,0.5928519201147544,0.6032423259211002,0.2611990576498723,0.4537321906658463,-1.048872067013452,-0.9532742546763008,0.6790218652635925,1.2651282432005662,-0.19147878075438907,0.8717448130871173,reggae
reggae82_2,-0.6422415572796749,0.6719320156472119,-0.11626210265214029,0.3531714621533052,0.5403432645015152,0.7000700271689336,0.7811580176651388,0.44758155846758596,0.5595064770994185,-0.7034534395160489,-0.844461323139228,0.4070381593526348,0.6745242395745669,-0.1931323422275306,0.18616400987424275,reggae
reggae82_3,-0.7680617622331501,0.5638942689645875,-0.3702862476905651,0.6685783106843292,1.0560939182246711,0.7279786090483169,0.7515966250303748,0.5486093458426434,0.6794389426571783,-0.5675802716180627,-0.5016565567010012,0.7118066573314106,0.7808395835310837,0.2887154710455063,0.8952627546662728,reggae
reggae82_4,2.377443361603726,0.7160837925526793,0.004352865998912544,-0.14948604161704127,0.15921720035566286,0.4474655112211952,0.4662854428709067,-0.059675361371533224,0.2945509397343605,-1.0459196091170877,-1.016405845380964,0.22449320958885366,0.4811286011700535,-0.6885393595803151,-0.14505565020597858,reggae
reggae82_5,-0.6422415572796749,0.6739343658064464,0.1686099939271326,0.05635094130541692,0.374910911031102,0.5485004531340626,0.5572452772349223,0.10023235239820816,0.39135833891724403,-1.0231477539599643,-0.9093365367568219,0.6145940272987497,1.0164687265582444,-0.38362262393327234,0.14645223279330558,reggae
reggae82_6,-0.7680617622331501,0.6896381283910402,-0.30177383705940064,0.9010945562180012,0.7327189336947771,0.971624299565611,0.7946570616828039,0.8580466568593277,0.5918206595852994,-1.0265300197160734,-0.9495531727564702,1.1485743935428427,0.9400021854199656,0.4378667159227463,0.5206677811684315,reggae
